uri,onsite,visited
http://www.o2online.de/eshop/fonic/katalog/detail/privatkunden/geraet-ohne-vertrag/iphone-3gs-8gb-schwarz?ohneTarif&partnerId=opfon0000000000,false,false
/meinfonic/einstellungen/rufnummernmitnahmestatus,true,true
http://wechselzufonic.de/wechselkampagne/kuend_assi_1.php,false,false
http://wechselzufonic.de/wechselkampagne/verz_assi_1.php,false,false
guthaben-der-prepaid-sim-karte-fuers-handy-aufladen,true,true
guthaben-auszahlung,true,true
guthaben-kontostand-der-handy-sim-karte,true,true
guthaben-volle-kostenkontrolle,true,true
prepaid-telefonieren-mit-handykarte,true,true
http://wechselzufonic.de/wechselkampagne/alarm_1.php,false,false
http://www.trustedshops.de/info/trusted-shops/,false,false
http://de.lge.com/,false,false
http://www.motorolasolutions.com/XC-DE,false,false
http://www.nokia.de/,false,false
http://www.sagem.de/,false,false
http://www.samsung.de/,false,false
http://www.sonyericsson.de/,false,false
http://www.apple.com/de/,false,false
http://o2online.de/,false,false
http://fonicservices.de/GIS?keepThis=true&TB_iframe=true&height=307&width=719,false,false
/meinfonic/einstellungen/auszahlung,true,true
http://facit-digital.3uu.de/uc/admin/2504/?a=/&b=https://www.fonic.de/meinfonic/tools/deeplink?url=/meinfonic/einstellungen/zahlungsdaten,false,false
http://www.o2.de/goto/premiumdienste-preisliste,false,false
http://www.bundesnetzagentur.de/cln_1911/DE/Verbraucher/RufnummernmissbrauchSpamDialer/InformationenMissbrauchTelefonwerbung/MissbrauchTelefonwerbungInfo__node.html,false,false
http://www.bundesnetzagentur.de/cln_1912/DE/Sachgebiete/Telekommunikation/RegulierungTelekommunikation/Nummernverwaltung/0900/VerzeichnisVergebRufNrn_Basepage.html?nn=119748,false,false
/dlc/pdf/FONIC_AGB.pdf,true,true
#waren,true,true
#dienste,true,true
/dlc/pdf/FONIC_Widerrufsbelehrung.pdf,true,true
/dlc/pdf/FONIC_Leistungsbeschreibung.pdf,true,true
http://facit-digital.3uu.de/uc/admin/2504/?a=/&b=https://www.fonic.de/outtakes,false,false
